Age,AvgInteract,StdyHour,BffTime,HobbyHour,SleepHour,Gender,AcademicLevel
26,40,11,3,6,5,Male,Degree
17,50,10,6,7,6,Female,Degree
32,33,12,7,8,6,Female,Degree
23,15,13,6,2,6,Female,Pre-U
23,18,7,6,9,10,Male,High school
29,33,8,5,9,7,Male,High school
32,29,7,4,6,5,Female,Degree
24,20,10,7,7,7,Male,Degree
30,20,16,6,8,4,Male,Degree
18,41,10,4,6,7,Male,Degree
28,27,7,5,8,7,Male,Degree
21,40,5,7,9,5,Female,Pre-U
21,24,11,6,4,3,Male,Degree
23,18,10,7,9,6,Male,Degree
37,38,14,5,6,4,Male,High school
17,33,13,7,4,6,Male,Degree
25,10,12,6,5,7,Female,Pre-U
26,30,11,7,9,5,Male,Degree
17,44,12,6,9,8,Male,Degree
23,41,3,8,3,5,Male,Degree
27,45,13,6,6,7,Female,Degree
24,30,13,6,5,8,Male,Degree
30,0,9,5,6,6,Female,Degree
24,27,11,7,6,7,Male,Degree
19,28,7,7,4,9,Female,Degree
29,25,12,7,8,7,Female,Degree
27,34,11,6,4,4,Female,Degree
33,44,13,6,10,4,Male,Degree
24,32,9,6,4,6,Male,Degree
23,16,10,6,6,9,Female,Postgraduates
17,37,9,5,6,7,Female,Degree
24,28,6,7,9,7,Female,Degree
23,24,9,4,5,8,Female,Degree
20,32,14,4,7,3,Female,High school
26,29,7,5,8,5,Male,Degree
19,19,10,5,6,7,Male,Degree
30,29,7,4,5,9,Male,Degree
18,16,9,4,4,9,Female,Degree
31,38,6,7,6,8,Male,Degree
24,40,13,4,7,9,Female,Degree
24,21,10,5,10,9,Male,Degree
20,32,14,5,5,5,Female,Pre-U
28,50,6,7,9,3,Male,Degree
17,42,14,4,8,3,Male,High school
19,42,9,5,6,3,Female,Degree
17,30,8,7,10,7,Female,Pre-U
31,50,8,8,2,5,Male,High school
34,30,10,5,7,8,Female,Degree
17,41,2,6,3,4,Female,Degree
26,26,6,4,10,9,Female,Degree
21,43,12,4,7,4,Male,Degree
17,10,6,7,10,6,Male,Degree
26,21,12,6,6,7,Female,Pre-U
21,23,10,6,4,8,Male,Degree
31,40,7,5,9,7,Female,Degree
21,43,8,4,6,6,Male,Degree
27,33,12,7,7,7,Female,Degree
32,42,8,7,10,6,Female,Degree
28,23,11,6,7,6,Female,Pre-U
22,29,15,7,5,3,Female,Degree
22,29,10,6,5,8,Female,Degree
29,32,8,6,9,4,Male,High school
32,50,8,5,3,5,Male,Degree
28,24,13,7,8,8,Female,Degree
29,30,15,4,6,3,Male,Degree
20,33,9,5,3,6,Female,Degree
36,17,10,6,8,9,Female,Degree
25,19,10,4,5,10,Male,Degree
24,28,10,5,6,6,Male,Pre-U
22,38,1,6,7,7,Female,Degree
25,33,4,4,4,7,Male,Pre-U
24,36,12,6,10,8,Female,Degree
26,35,10,3,4,3,Female,High school
22,33,15,7,8,6,Male,Degree
17,11,6,3,9,10,Female,Degree
28,28,8,5,8,10,Female,Degree
24,10,13,7,5,7,Male,Degree
17,34,12,5,7,3,Female,High school
25,28,8,6,4,7,Female,Degree
19,29,4,7,10,7,Male,Degree
31,35,7,5,8,10,Male,Degree
19,42,7,5,9,5,Male,Degree
26,43,2,5,5,4,Male,Degree
26,23,8,6,5,4,Female,Degree
25,28,8,7,9,4,Female,Degree
20,20,4,5,6,10,Male,High school
27,24,13,4,6,8,Female,Degree
25,31,9,7,7,7,Female,Degree
30,27,9,5,7,7,Female,Degree
23,36,13,6,7,8,Female,High school
20,38,11,4,2,5,Female,Pre-U
24,28,6,5,5,5,Male,Postgraduates
27,15,9,5,8,4,Female,Degree
27,43,10,5,5,6,Female,Degree
20,25,13,5,6,7,Female,High school
28,31,4,6,2,8,Male,Degree
28,30,7,6,7,10,Male,Degree
19,34,12,4,9,5,Female,Degree
32,33,10,5,8,8,Female,Degree
20,30,9,5,4,7,Female,Degree
28,20,7,6,8,10,Female,High school
19,27,6,5,10,5,Female,High school
21,39,10,6,6,6,Male,Degree
26,8,11,5,7,7,Female,Degree
27,36,8,6,6,9,Female,High school
19,36,5,6,10,4,Male,Postgraduates
21,18,14,5,8,7,Male,Degree
18,9,16,6,3,8,Male,Degree
26,31,11,3,9,6,Female,Degree
27,32,10,5,5,7,Female,High school
17,28,12,6,5,5,Male,Pre-U
20,29,14,4,10,4,Female,Degree
23,50,12,5,7,7,Male,High school
31,10,10,6,6,5,Male,Pre-U
18,11,9,5,7,7,Female,Degree
28,23,5,5,9,6,Male,Degree
22,20,10,4,7,7,Female,Degree
23,33,8,5,7,9,Female,Degree
21,35,8,5,4,4,Female,Degree
25,45,11,6,10,6,Male,Degree
27,27,9,7,6,4,Male,Degree
19,28,14,4,6,5,Female,Postgraduates
21,36,9,5,5,4,Female,Degree
24,33,10,6,7,6,Male,Degree
24,23,12,5,5,8,Male,Degree
22,24,10,5,9,4,Male,Degree
28,45,10,5,10,5,Female,Degree
28,34,11,6,10,6,Female,Degree
34,29,14,5,9,5,Female,Degree
31,17,13,7,5,6,Male,Degree
34,31,9,5,7,7,Female,Degree
29,25,13,8,8,6,Female,Degree
30,32,11,5,9,6,Male,Degree
29,40,7,7,7,8,Female,Degree
23,30,8,5,10,4,Male,Degree
17,32,5,6,2,10,Female,Degree
17,8,9,7,6,6,Female,Pre-U
26,14,9,6,6,5,Female,Degree
24,27,6,5,4,5,Female,Degree
27,37,11,5,4,8,Male,Degree
17,28,9,6,5,5,Male,Degree
27,11,7,5,5,9,Male,Degree
17,32,14,5,5,6,Female,Pre-U
28,36,8,5,9,5,Male,Degree
17,35,10,7,6,10,Female,Pre-U
23,40,12,5,6,9,Male,Degree
17,43,7,5,7,9,Male,Degree
17,29,8,7,6,3,Male,Degree
30,46,4,6,5,3,Female,High school
31,34,9,6,4,8,Male,High school
24,34,10,6,7,8,Female,Degree
25,35,7,5,9,9,Male,High school
23,30,10,5,7,8,Female,Degree
22,27,8,7,6,6,Male,Degree
30,34,9,4,8,7,Male,Degree
29,31,5,6,4,5,Female,Pre-U
17,36,13,6,6,4,Male,Degree
22,17,9,6,5,7,Male,Degree
32,41,14,6,9,6,Female,Pre-U
24,39,10,5,3,5,Male,High school
29,17,13,7,10,9,Male,Pre-U
17,22,12,6,5,6,Female,Degree
23,25,10,6,10,6,Female,Degree
21,4,7,6,8,7,Male,Degree
20,41,16,5,7,6,Male,Degree
20,26,8,4,10,8,Male,Degree
23,34,14,7,7,4,Female,Degree
18,33,10,6,8,5,Female,Degree
29,29,11,3,6,6,Male,Degree
26,29,8,6,6,7,Female,Degree
26,16,13,6,10,7,Female,Degree
32,46,10,5,8,4,Female,Pre-U
29,31,8,7,7,7,Female,Degree
22,29,8,6,10,3,Female,Degree
24,50,8,4,8,8,Female,Degree
24,22,8,6,1,9,Female,Degree
23,35,14,6,10,6,Male,Degree
24,31,12,5,10,4,Female,High school
23,28,5,6,5,7,Male,High school
22,41,13,6,5,6,Female,Degree
24,44,10,5,6,5,Female,Degree
25,43,10,4,8,6,Female,Degree
20,29,8,5,6,6,Female,Degree
25,27,10,5,9,6,Female,Pre-U
38,23,12,4,4,8,Female,High school
26,18,6,5,2,5,Male,Degree
28,40,7,4,8,9,Male,Degree
21,12,8,5,9,4,Female,Degree
24,27,6,5,8,6,Female,Degree
25,23,16,5,5,5,Female,Degree
28,23,13,6,4,5,Male,Degree
21,37,6,4,8,7,Male,Pre-U
20,21,7,4,7,4,Female,Degree
32,30,6,7,7,8,Male,Degree
17,23,9,5,6,7,Female,Degree
23,30,7,4,7,8,Male,Degree
21,29,11,5,7,6,Male,Degree
22,50,13,7,6,8,Male,Degree
26,50,8,4,8,6,Female,Degree
28,28,13,4,7,7,Male,Degree
21,16,6,5,7,4,Male,High school
19,23,8,5,9,9,Female,Degree
22,26,5,4,7,10,Male,Pre-U
26,23,8,5,5,7,Female,Degree
22,42,14,7,7,3,Female,Degree
35,24,14,5,8,6,Female,Degree
26,22,8,7,9,7,Female,Degree
29,41,6,7,7,7,Male,High school
17,17,10,4,8,5,Female,High school
17,12,9,5,7,6,Male,Degree
26,6,7,4,7,5,Female,Degree
33,27,11,6,8,5,Male,Degree
19,19,10,6,9,5,Female,Pre-U
21,27,9,5,8,6,Female,Degree
29,39,12,8,5,5,Male,Degree
31,34,8,6,5,6,Female,Pre-U
24,22,16,5,4,6,Female,Degree
24,28,7,6,6,8,Male,Degree
20,35,12,6,6,6,Female,Degree
32,20,6,4,5,8,Female,Degree
28,26,12,5,6,8,Male,Degree
17,40,3,4,5,6,Female,Degree
17,46,11,6,4,6,Female,Degree
20,23,12,6,6,7,Male,High school
21,37,7,5,5,6,Male,Degree
22,40,11,4,9,5,Male,Degree
26,29,9,6,7,9,Male,Degree
17,37,8,5,6,7,Male,Pre-U
17,44,1,5,8,7,Male,Degree
29,19,11,6,7,5,Male,Pre-U
32,32,10,5,7,5,Female,Degree
21,15,8,6,6,5,Female,Degree
20,30,10,6,5,7,Female,High school
20,24,15,4,3,6,Male,Postgraduates
23,38,11,5,8,3,Male,Pre-U
25,27,10,4,6,6,Female,Degree
17,26,13,8,8,10,Male,Degree
26,19,11,6,7,8,Male,Degree
24,28,13,6,8,6,Female,Degree
17,32,7,6,5,7,Male,Degree
28,35,7,5,9,8,Female,Degree
30,33,12,8,5,6,Male,Degree
27,31,6,5,4,6,Male,Degree
23,16,10,4,4,6,Male,Degree
27,33,11,5,8,4,Male,Degree
25,45,16,4,5,8,Female,Degree
35,37,12,3,5,9,Male,Degree
26,30,14,7,9,3,Female,Pre-U
19,34,5,5,5,4,Male,Degree
31,34,8,4,1,6,Male,High school
27,31,6,5,5,5,Female,Degree
24,31,10,6,5,5,Female,High school
20,29,7,5,8,7,Female,Degree
25,26,11,6,4,5,Female,Degree
26,48,12,6,8,7,Female,Degree
25,23,3,5,7,5,Female,Degree
28,35,10,8,6,6,Female,Degree
24,32,9,5,4,10,Female,High school
30,29,9,5,5,6,Female,Degree
23,39,3,4,10,8,Female,Degree
27,27,12,6,7,7,Male,High school
28,27,12,7,4,9,Female,Degree
21,15,11,6,6,4,Female,Degree
22,32,9,5,7,5,Male,Degree
24,29,14,5,5,5,Male,Degree
27,21,3,5,5,9,Male,High school
27,50,12,7,6,9,Male,Degree
25,48,7,4,7,3,Male,Degree
27,31,10,5,5,6,Male,Degree
19,32,9,4,4,6,Male,Degree
32,30,8,7,9,6,Female,Degree
17,18,14,6,9,8,Male,Pre-U
24,24,10,4,9,5,Male,Pre-U
24,30,13,5,10,7,Male,Degree
28,23,5,5,4,7,Male,Degree
27,35,9,5,8,4,Male,Degree
27,23,6,6,5,5,Female,Degree
32,17,9,6,7,6,Female,High school
27,32,13,6,7,6,Female,Degree
17,25,10,7,9,10,Female,Degree
31,34,8,6,2,5,Female,Degree
22,23,13,6,3,7,Female,High school
30,7,3,6,6,4,Female,Degree
24,50,14,4,5,5,Male,Degree
34,31,10,5,5,8,Male,Degree
21,26,7,4,10,10,Male,High school
23,23,9,6,4,9,Female,Degree
23,28,9,6,4,9,Male,Degree
28,24,12,6,9,10,Female,Pre-U
22,24,8,4,8,8,Female,Pre-U
31,25,9,5,5,6,Female,Pre-U
37,28,10,4,5,8,Female,Degree
27,19,7,6,10,8,Female,Degree
21,23,7,6,7,3,Male,High school
27,37,16,6,7,4,Female,Degree
28,12,12,5,7,6,Male,Degree
22,27,8,7,4,8,Female,Degree
20,23,14,6,7,4,Male,Degree
27,50,5,6,8,6,Male,High school
30,29,13,5,9,4,Female,Pre-U
26,32,11,6,3,8,Male,Degree
22,39,5,7,5,7,Male,Degree
17,36,7,8,7,4,Female,Degree
29,42,11,7,9,10,Female,Degree
27,27,11,5,5,7,Female,Degree
32,28,8,5,5,8,Male,Pre-U
31,20,8,8,4,6,Male,Degree
35,4,7,4,10,8,Female,Postgraduates
18,26,11,5,5,9,Male,Degree
29,26,11,7,3,7,Male,Degree
19,20,6,5,7,3,Female,Pre-U
18,30,11,4,6,7,Male,Degree
17,31,12,6,8,6,Female,Degree
17,28,12,6,5,6,Male,High school
25,31,12,5,5,8,Male,Degree
30,21,9,6,9,7,Female,Degree
23,5,6,5,9,3,Male,Postgraduates
24,39,9,5,7,5,Male,High school
20,38,8,6,8,4,Female,Degree
23,29,10,5,6,6,Male,Degree
17,27,6,5,8,3,Male,Degree
25,26,11,6,10,6,Female,Postgraduates
26,34,10,6,9,5,Female,Postgraduates
18,26,12,6,8,8,Female,Pre-U
22,27,5,7,1,6,Female,Degree
24,27,11,7,10,6,Female,High school
28,32,11,6,5,9,Female,Degree
23,33,6,6,7,7,Female,Degree
32,43,8,7,6,6,Male,Degree
31,27,6,4,7,9,Male,Degree
23,28,7,6,4,8,Female,Degree
28,20,9,6,5,8,Male,Pre-U
25,40,15,6,8,9,Male,Degree
24,39,10,4,6,6,Male,Pre-U
19,17,4,6,6,6,Male,Degree
17,42,13,6,6,7,Female,Degree
26,36,5,4,9,7,Male,Degree
23,32,13,6,8,7,Male,Degree
21,30,9,6,6,7,Female,Degree
22,19,8,4,8,8,Female,Degree
28,9,7,7,9,5,Male,Degree
24,18,12,4,7,4,Female,Degree
39,39,12,4,4,6,Female,Degree
22,23,1,6,6,8,Female,High school
26,42,14,6,5,9,Male,Degree
29,26,11,5,6,7,Male,Degree
28,31,13,5,7,7,Male,Degree
22,23,16,6,6,3,Female,Degree
26,34,3,7,7,8,Female,Postgraduates
30,20,12,5,7,9,Male,Postgraduates
18,31,8,5,10,10,Male,Pre-U
22,48,12,7,9,7,Female,High school
22,25,3,5,7,3,Female,Degree
17,18,6,4,1,6,Female,Degree
30,34,4,4,7,9,Female,High school
23,22,14,4,7,9,Female,Pre-U
23,28,7,7,7,6,Male,Pre-U
27,24,8,6,2,6,Male,Degree
35,17,12,4,5,8,Female,Degree
36,36,8,5,7,6,Female,Pre-U
25,15,11,7,8,6,Female,Degree
29,41,12,8,6,4,Male,Degree
35,29,13,4,8,7,Female,Degree
21,31,10,5,6,6,Male,Degree
21,24,7,6,2,4,Female,Degree
18,22,14,4,8,9,Male,Degree
32,21,10,4,6,3,Male,Pre-U
29,45,4,8,5,4,Female,Degree
27,32,9,6,4,8,Female,Degree
22,35,7,6,4,8,Male,Degree
18,33,12,5,2,3,Female,Degree
30,27,7,4,6,8,Male,Degree
25,19,11,6,7,6,Male,Degree
31,38,12,6,5,5,Female,Degree
17,21,10,6,7,6,Male,High school
25,50,10,5,9,7,Male,Degree
35,32,8,5,5,6,Male,Degree
26,25,8,5,8,6,Male,High school
17,28,7,5,4,6,Female,Degree
24,11,8,3,7,10,Male,Degree
19,18,12,7,8,4,Female,High school
26,39,13,5,6,4,Male,High school
27,32,11,6,6,7,Female,Degree
30,15,4,4,7,7,Female,Degree
17,45,7,5,8,7,Female,Degree
23,29,10,5,7,5,Female,Degree
25,16,10,7,8,8,Female,Degree
33,22,7,5,8,7,Male,Pre-U
19,31,13,4,5,9,Female,High school
23,30,5,5,10,10,Male,Degree
24,18,9,6,8,7,Male,Degree
27,29,10,4,6,6,Male,Degree
25,28,12,5,6,4,Female,Degree
25,31,10,5,8,4,Female,Degree
23,35,3,4,4,9,Female,Degree
22,30,5,4,8,4,Female,Pre-U
39,50,10,6,10,5,Male,Degree
27,17,15,5,4,6,Female,Pre-U
20,38,8,6,10,7,Male,Degree
26,30,11,4,8,6,Male,Degree
31,17,3,6,7,7,Male,Degree
22,34,10,7,6,6,Male,Degree
22,36,9,6,6,6,Male,Degree
25,17,10,5,3,5,Female,High school
17,24,14,6,10,7,Male,Pre-U
17,29,12,4,5,8,Male,Degree
17,15,3,7,10,5,Female,High school
28,33,14,5,3,7,Male,Degree
25,27,11,6,4,10,Female,High school
29,26,12,6,6,8,Female,Degree
23,45,8,7,10,8,Female,Degree
23,32,11,5,7,7,Male,Degree
22,27,9,5,9,10,Female,Pre-U
26,17,8,5,4,4,Female,Degree
21,25,12,6,7,7,Female,Degree
29,10,10,5,4,4,Female,Degree
31,33,10,6,8,6,Male,Pre-U
29,38,7,6,5,6,Female,Pre-U
29,37,7,4,6,5,Female,Degree
25,17,3,5,7,4,Male,Degree
20,32,12,4,4,6,Female,Degree
20,28,9,6,5,5,Male,Degree
23,31,10,6,7,8,Male,Degree
21,34,6,7,2,5,Male,High school
27,31,5,4,8,8,Male,Pre-U
23,27,9,4,7,7,Male,Degree
33,32,8,6,6,7,Female,Degree
26,25,6,7,7,7,Female,High school
28,30,7,6,6,6,Female,Degree
28,33,13,5,4,7,Male,Degree
26,25,8,6,5,10,Female,Degree
32,4,14,6,7,8,Male,Degree
27,27,13,5,10,10,Female,High school
19,11,12,5,9,4,Male,Postgraduates
27,29,7,5,7,4,Female,Degree
28,22,13,5,7,4,Male,Degree
29,42,6,4,8,6,Male,Pre-U
38,41,10,7,10,8,Male,Degree
28,23,8,4,7,3,Female,Degree
18,18,4,6,8,5,Female,Degree
17,29,13,5,7,9,Female,Degree
17,45,16,4,6,10,Female,High school
27,13,12,6,8,9,Male,Degree
35,40,6,3,7,8,Female,Pre-U
28,5,12,6,6,6,Female,Degree
24,31,10,6,9,8,Female,High school
29,26,10,6,5,5,Female,Degree
25,23,7,5,8,4,Male,Degree
23,33,9,5,7,6,Female,Degree
26,18,9,4,6,4,Male,Degree
21,24,8,6,6,8,Male,Pre-U
29,40,9,6,7,9,Male,Degree
31,31,8,5,7,10,Female,Pre-U
23,50,10,7,7,8,Male,Pre-U
17,40,7,7,8,4,Male,Pre-U
18,44,6,6,2,10,Female,High school
30,34,10,6,9,5,Female,Degree
28,12,13,5,8,9,Male,Degree
24,38,11,6,4,8,Male,Degree
29,21,8,6,7,3,Male,Degree
29,39,9,6,5,8,Female,Pre-U
26,19,14,5,7,7,Female,Degree
29,36,7,4,7,7,Male,Degree
17,38,10,6,9,6,Male,High school
26,22,6,5,8,5,Female,Degree
34,18,9,3,7,8,Male,Degree
23,31,11,6,6,10,Male,Degree
26,25,12,7,8,5,Female,Degree
22,35,10,4,6,8,Female,High school
31,40,6,6,8,4,Male,Degree
29,30,12,5,7,9,Female,Degree
24,44,10,7,5,8,Female,Degree
21,41,10,5,8,6,Female,Degree
29,33,12,4,6,4,Male,Degree
24,24,11,4,8,9,Male,Degree
20,29,10,5,3,9,Female,High school
23,22,11,7,6,4,Male,Degree
17,43,4,4,4,7,Female,Degree
17,31,10,5,6,7,Male,Pre-U
23,24,15,6,6,8,Female,Degree
18,43,9,7,7,3,Female,Pre-U
28,33,14,5,7,9,Female,Degree
26,31,14,5,10,8,Female,Degree
21,20,13,5,9,8,Male,Degree
26,13,16,7,8,10,Female,Pre-U
35,42,13,4,4,9,Male,Pre-U
26,16,2,6,9,7,Female,Degree
25,13,8,4,4,8,Female,Degree
34,24,7,6,5,4,Male,Degree
24,10,7,5,10,6,Female,Degree
25,49,11,5,7,6,Male,Degree
21,39,6,4,7,6,Male,Degree
27,31,7,5,5,3,Male,Degree
26,30,11,4,8,9,Male,Degree
21,37,10,5,7,8,Female,Degree
32,37,11,5,7,7,Female,Degree
21,23,15,5,6,6,Male,Degree
33,23,6,6,6,5,Male,Pre-U
27,44,10,3,6,4,Female,Degree
27,13,8,7,6,7,Female,Degree
27,31,11,4,10,7,Male,Degree
26,41,12,6,5,8,Male,Degree
28,31,10,7,7,8,Female,Degree
21,34,10,6,2,7,Female,Degree
17,26,10,6,6,8,Male,High school
32,17,14,5,5,8,Male,Degree
30,29,7,5,4,8,Male,Degree
17,17,12,9,4,6,Male,Degree
26,25,12,6,5,6,Male,Degree
21,8,7,5,6,5,Female,Degree
33,37,7,5,9,7,Male,Degree
21,21,8,7,7,8,Female,High school
29,7,14,4,2,5,Male,Degree
26,28,11,6,6,6,Female,Degree
28,20,8,4,6,7,Male,Degree
29,22,2,6,5,7,Male,Degree
32,50,11,5,6,10,Female,High school
22,34,5,6,7,7,Male,Degree
22,26,6,7,8,7,Male,Degree
21,40,7,7,8,8,Male,Degree
17,21,11,5,8,6,Male,Pre-U
27,31,4,5,6,6,Male,Degree
33,34,9,4,8,7,Female,Degree
24,41,11,6,5,7,Male,Pre-U
17,38,8,5,8,5,Female,High school
22,28,10,5,5,3,Male,Degree
22,46,10,6,5,8,Male,Degree
20,28,2,6,7,4,Female,Degree
27,25,6,6,4,8,Male,Degree
28,26,10,3,5,6,Female,Degree
17,27,14,7,6,8,Male,Degree
31,22,7,6,8,8,Female,Degree
21,37,7,5,7,8,Female,Degree
34,48,8,7,7,7,Male,Degree
22,45,8,7,5,4,Female,Pre-U
20,27,12,6,7,5,Female,Pre-U
28,36,11,3,5,7,Female,Degree
28,26,9,5,3,6,Male,Degree
29,32,9,6,9,8,Male,Degree
26,8,11,6,3,5,Female,Degree
23,43,9,8,9,5,Female,High school
24,28,15,5,9,9,Female,Degree
26,28,11,4,8,3,Female,High school
23,35,14,6,5,5,Female,Degree
26,32,8,5,6,7,Female,High school
21,22,8,4,4,5,Female,Degree
17,38,14,5,5,4,Female,Degree
18,41,10,5,5,9,Male,Degree
28,42,10,6,8,6,Male,Pre-U
19,50,7,6,5,6,Female,High school
27,28,12,4,7,9,Male,Degree
28,39,8,5,8,4,Female,Degree
20,38,14,6,8,7,Female,Degree
32,19,9,6,6,7,Female,Degree
22,17,6,7,8,6,Male,Pre-U
28,43,13,6,7,4,Female,Degree
29,13,8,6,7,6,Female,Degree
21,39,10,5,8,8,Male,Degree
25,33,11,6,6,7,Male,Degree
29,36,7,5,8,4,Female,Degree
28,43,9,6,6,8,Male,High school
28,27,12,6,6,4,Female,Degree
26,21,12,7,4,3,Male,Degree
27,34,5,7,7,7,Female,High school
24,13,9,5,6,5,Female,Pre-U
26,40,4,6,10,9,Female,Degree
19,26,9,6,7,6,Male,Degree
24,32,7,4,7,6,Female,Pre-U
28,35,1,5,5,10,Female,Degree
24,20,12,5,8,4,Male,Pre-U
24,33,13,6,7,9,Male,Degree
28,14,6,4,9,6,Female,Degree
34,26,14,6,10,8,Male,High school
19,14,8,6,7,6,Female,Degree
19,29,11,7,6,6,Male,Pre-U
27,30,15,4,6,7,Male,Pre-U
25,29,14,5,7,9,Female,Degree
22,27,9,5,7,3,Female,Degree
29,21,10,5,8,6,Male,Pre-U
22,22,12,4,5,4,Female,Degree
25,28,2,7,5,5,Male,Degree
27,47,10,4,9,6,Male,Degree
22,27,7,4,3,4,Male,Degree
20,36,11,7,7,6,Female,Degree
26,22,8,4,4,7,Female,Degree
25,28,10,6,6,6,Female,Degree
27,21,10,6,9,8,Male,Degree
28,30,6,6,6,3,Female,Degree
20,42,9,5,6,7,Female,Pre-U
17,43,11,6,7,10,Male,Degree
27,20,8,6,10,8,Male,High school
24,37,9,5,8,8,Female,Degree
21,26,11,5,6,7,Female,High school
19,14,13,4,9,7,Female,Degree
28,24,15,6,4,8,Male,Degree
33,31,10,6,8,5,Female,Pre-U
23,35,9,6,6,4,Male,Degree
20,25,4,7,9,7,Female,Degree
24,28,9,6,5,7,Male,Pre-U
20,19,13,4,8,8,Male,Degree
29,28,9,6,6,8,Female,Degree
28,41,8,6,4,8,Female,Degree
30,38,10,8,8,9,Male,Degree
21,18,7,6,5,9,Female,Degree
25,41,12,5,8,9,Male,Degree
26,32,6,7,7,8,Male,Degree
27,35,12,6,4,6,Male,Degree
28,35,13,6,5,9,Female,High school
23,45,6,4,6,10,Female,Degree
26,24,4,6,6,10,Female,Degree
23,36,8,5,8,7,Male,Pre-U
19,21,9,6,7,6,Male,Degree
22,20,12,4,4,7,Male,Postgraduates
25,35,6,8,8,7,Female,Degree
23,26,6,4,5,6,Female,Degree
31,40,11,4,4,3,Male,Degree
33,21,7,7,7,6,Male,Degree
29,38,9,5,8,10,Male,Degree
25,15,14,4,10,5,Female,Degree
33,31,8,5,8,5,Female,Degree
30,23,13,4,6,7,Male,Degree
23,50,14,6,6,5,Female,Degree
35,29,12,4,5,7,Female,Degree
28,42,11,5,10,4,Female,Degree
32,40,13,5,9,8,Male,Degree
20,36,7,5,7,6,Male,Degree
31,35,6,8,8,10,Male,High school
27,33,10,6,3,7,Female,High school
17,26,12,5,7,3,Male,Degree
33,38,6,6,8,10,Male,Degree
25,27,7,5,6,7,Female,High school
31,38,10,4,7,6,Male,High school
27,34,16,6,6,9,Male,Degree
22,45,9,4,5,7,Female,Degree
27,31,11,6,9,7,Female,High school
32,11,12,8,7,8,Male,Pre-U
26,34,9,5,8,4,Male,Degree
20,17,10,4,7,7,Female,Degree
19,24,11,4,7,4,Female,Degree
24,32,8,5,7,7,Female,Degree
25,21,13,5,7,7,Male,High school
32,20,11,6,5,6,Male,Degree
28,38,6,4,4,7,Female,Degree
29,14,16,7,8,4,Male,Degree
19,21,7,6,8,7,Female,Degree
28,25,10,4,8,9,Male,Pre-U
30,43,8,5,3,3,Female,Degree
31,14,7,5,10,5,Male,Degree
21,40,8,4,8,8,Female,Degree
27,24,11,5,8,5,Male,Degree
22,30,7,4,5,9,Female,Degree
29,38,10,4,6,8,Female,Degree
21,27,9,5,8,8,Male,Degree
20,22,11,5,5,8,Male,Degree
32,29,5,7,7,3,Male,Degree
22,31,11,4,6,4,Female,Degree
17,29,13,7,7,9,Female,Degree
23,33,3,5,8,8,Female,High school
24,39,7,4,5,8,Female,Degree
28,14,14,5,2,6,Male,Pre-U
29,42,12,7,9,7,Female,Degree
23,39,7,4,7,8,Male,Pre-U
26,31,10,6,7,3,Female,Degree
24,27,4,3,5,7,Female,Postgraduates
26,14,5,5,5,10,Male,Degree
29,36,8,6,8,8,Female,Degree
17,43,11,6,8,7,Female,High school
27,32,11,5,5,7,Female,Degree
26,50,7,6,8,8,Female,Degree
25,36,9,5,6,4,Female,Degree
21,18,11,5,7,9,Male,Degree
17,32,4,7,9,5,Female,Degree
25,44,12,4,4,5,Female,Pre-U
20,33,11,6,8,5,Male,Degree
23,17,11,5,6,8,Female,Degree
19,21,8,6,4,8,Male,Degree
32,38,6,6,4,5,Male,Degree
31,38,12,5,6,5,Male,Degree
25,35,6,4,7,8,Male,Degree
19,26,16,5,4,10,Female,Degree
32,6,8,5,8,4,Female,Degree
30,32,14,4,6,10,Male,Degree
22,40,8,4,5,6,Male,High school
17,27,9,6,6,6,Male,Pre-U
24,19,16,6,6,10,Female,Degree
18,11,9,4,7,9,Female,Degree
31,18,3,5,7,3,Female,Degree
20,20,12,5,7,6,Female,Degree
32,32,6,6,9,5,Male,Degree
30,31,5,5,4,7,Male,Degree
21,30,9,5,5,9,Male,Degree
30,34,13,6,7,7,Male,Degree
24,18,10,6,9,4,Female,Degree
27,34,4,6,5,3,Female,High school
23,28,8,6,7,8,Male,Pre-U
21,18,7,7,4,9,Male,Degree
23,43,11,5,7,4,Male,Degree
26,5,10,6,7,6,Female,Pre-U
21,29,14,6,6,10,Male,Degree
31,36,8,7,7,5,Male,Degree
32,31,1,6,5,9,Female,High school
31,23,11,6,9,9,Female,Pre-U
23,26,12,6,9,7,Female,Degree
36,35,7,6,7,5,Female,High school
24,22,11,4,7,9,Male,Pre-U
32,31,9,3,8,5,Male,Degree
22,22,10,6,2,9,Male,Degree
26,16,11,6,8,8,Female,Degree
19,42,11,7,8,6,Male,Degree
30,28,6,7,6,5,Male,Degree
23,31,12,4,8,9,Female,Degree
21,31,13,7,8,6,Female,Degree
20,50,7,6,5,5,Male,Degree
29,31,10,6,8,6,Male,Degree
20,31,4,9,8,7,Male,Degree
28,40,13,4,6,7,Female,Degree
26,28,12,4,10,8,Male,Postgraduates
26,32,5,6,6,8,Female,Degree
19,14,13,5,7,9,Female,Degree
31,26,8,5,5,6,Female,Pre-U
17,38,4,6,4,9,Male,Pre-U
21,33,14,7,9,4,Female,Degree
28,28,7,4,8,8,Male,High school
20,37,2,6,6,6,Male,Degree
30,35,10,4,10,8,Male,Degree
22,29,9,5,10,7,Male,Degree
20,43,13,6,7,6,Female,Degree
